Competition_Name,Gender,Country,Season_End_Year,Wk,Day,Date,Time,Home_xG,Away_xG,Attendance,Venue,Referee,Notes,MatchURL,Home_Away,Team,Home_Away_Goals,Goals
Major League Soccer,M,USA,2024,13,Wed,2024-05-15,19:30,2.1,0.5,NA,America First Field,Ismir Pekmic,NA,https://fbref.com/en/matches/89d0abe1/Real-Salt-Lake-Seattle-Sounders-FC-May-15-2024-Major-League-Soccer,Home,RSL,HomeGoals,2
Major League Soccer,M,USA,2024,13,Wed,2024-05-15,19:30,2.1,0.5,NA,America First Field,Ismir Pekmic,NA,https://fbref.com/en/matches/89d0abe1/Real-Salt-Lake-Seattle-Sounders-FC-May-15-2024-Major-League-Soccer,Away,Seattle,AwayGoals,0
Major League Soccer,M,USA,2024,13,Wed,2024-05-15,19:30,0.8,0.4,27868,Geodis Park,Marcos de Oliveira,NA,https://fbref.com/en/matches/bd015c13/Nashville-SC-Toronto-FC-May-15-2024-Major-League-Soccer,Home,Nashville,HomeGoals,2
Major League Soccer,M,USA,2024,13,Wed,2024-05-15,19:30,0.8,0.4,27868,Geodis Park,Marcos de Oliveira,NA,https://fbref.com/en/matches/bd015c13/Nashville-SC-Toronto-FC-May-15-2024-Major-League-Soccer,Away,Toronto FC,AwayGoals,0
Major League Soccer,M,USA,2024,13,Wed,2024-05-15,19:30,2.5,1,18722,Allianz Field,Lukasz Szpala,NA,https://fbref.com/en/matches/bdafd273/Minnesota-United-LA-Galaxy-May-15-2024-Major-League-Soccer,Home,Minnesota Utd,HomeGoals,2
Major League Soccer,M,USA,2024,13,Wed,2024-05-15,19:30,2.5,1,18722,Allianz Field,Lukasz Szpala,NA,https://fbref.com/en/matches/bdafd273/Minnesota-United-LA-Galaxy-May-15-2024-Major-League-Soccer,Away,LA Galaxy,AwayGoals,2
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,12:45,1.4,0.7,28377,Geodis Park,Drew Fischer,NA,https://fbref.com/en/matches/2c68d504/Nashville-SC-Atlanta-United-May-18-2024-Major-League-Soccer,Home,Nashville,HomeGoals,1
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,12:45,1.4,0.7,28377,Geodis Park,Drew Fischer,NA,https://fbref.com/en/matches/2c68d504/Nashville-SC-Atlanta-United-May-18-2024-Major-League-Soccer,Away,Atlanta Utd,AwayGoals,1
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,3.2,2.1,28261,BMO Field,Allen Chapman,NA,https://fbref.com/en/matches/21bd8a8f/Toronto-FC-CF-Montreal-May-18-2024-Major-League-Soccer,Home,Toronto FC,HomeGoals,5
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,3.2,2.1,28261,BMO Field,Allen Chapman,NA,https://fbref.com/en/matches/21bd8a8f/Toronto-FC-CF-Montreal-May-18-2024-Major-League-Soccer,Away,CF Montréal,AwayGoals,1
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,1.1,1.1,21318,Chase Stadium,Guido Gonzalez Jr.,NA,https://fbref.com/en/matches/3bb1970e/Inter-Miami-DC-United-May-18-2024-Major-League-Soccer,Home,Inter Miami,HomeGoals,1
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,1.1,1.1,21318,Chase Stadium,Guido Gonzalez Jr.,NA,https://fbref.com/en/matches/3bb1970e/Inter-Miami-DC-United-May-18-2024-Major-League-Soccer,Away,D.C. United,AwayGoals,0
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,3,0.6,25512,TQL Stadium,Tim Ford,NA,https://fbref.com/en/matches/53879222/FC-Cincinnati-St-Louis-City-May-18-2024-Major-League-Soccer,Home,FC Cincinnati,HomeGoals,3
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,3,0.6,25512,TQL Stadium,Tim Ford,NA,https://fbref.com/en/matches/53879222/FC-Cincinnati-St-Louis-City-May-18-2024-Major-League-Soccer,Away,St. Louis,AwayGoals,1
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,1.2,1,30731,Citi Field,Rosendo Mendoza,NA,https://fbref.com/en/matches/91fccbd6/New-York-City-FC-New-York-Red-Bulls-May-18-2024-Major-League-Soccer,Home,NYCFC,HomeGoals,2
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,1.2,1,30731,Citi Field,Rosendo Mendoza,NA,https://fbref.com/en/matches/91fccbd6/New-York-City-FC-New-York-Red-Bulls-May-18-2024-Major-League-Soccer,Away,NY Red Bulls,AwayGoals,1
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,1.2,1.5,29099,Bank of America Stadium,Joe Dickerson,NA,https://fbref.com/en/matches/bace4be5/Charlotte-FC-LA-Galaxy-May-18-2024-Major-League-Soccer,Home,Charlotte,HomeGoals,0
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,1.2,1.5,29099,Bank of America Stadium,Joe Dickerson,NA,https://fbref.com/en/matches/bace4be5/Charlotte-FC-LA-Galaxy-May-18-2024-Major-League-Soccer,Away,LA Galaxy,AwayGoals,0
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,1.4,2.2,34947,Gillette Stadium,Filip Dujic,NA,https://fbref.com/en/matches/beb05982/New-England-Revolution-Philadelphia-Union-May-18-2024-Major-League-Soccer,Home,NE Revolution,HomeGoals,0
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,1.4,2.2,34947,Gillette Stadium,Filip Dujic,NA,https://fbref.com/en/matches/beb05982/New-England-Revolution-Philadelphia-Union-May-18-2024-Major-League-Soccer,Away,Philadelphia,AwayGoals,3
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,0.6,1.8,14172,PayPal Park,Malik Badawi,NA,https://fbref.com/en/matches/52f6b357/San-Jose-Earthquakes-Orlando-City-May-18-2024-Major-League-Soccer,Home,SJ Earthquakes,HomeGoals,0
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,0.6,1.8,14172,PayPal Park,Malik Badawi,NA,https://fbref.com/en/matches/52f6b357/San-Jose-Earthquakes-Orlando-City-May-18-2024-Major-League-Soccer,Away,Orlando City,AwayGoals,1
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,2.4,1,20738,Q2 Stadium,Boiko Serhii,NA,https://fbref.com/en/matches/535579d8/Austin-FC-Sporting-Kansas-City-May-18-2024-Major-League-Soccer,Home,Austin,HomeGoals,3
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,2.4,1,20738,Q2 Stadium,Boiko Serhii,NA,https://fbref.com/en/matches/535579d8/Austin-FC-Sporting-Kansas-City-May-18-2024-Major-League-Soccer,Away,Sporting KC,AwayGoals,2
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,1,1,30102,Lumen Field,Victor Rivas,NA,https://fbref.com/en/matches/58a45d6b/Seattle-Sounders-FC-Vancouver-Whitecaps-FC-May-18-2024-Major-League-Soccer,Home,Seattle,HomeGoals,1
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,1,1,30102,Lumen Field,Victor Rivas,NA,https://fbref.com/en/matches/58a45d6b/Seattle-Sounders-FC-Vancouver-Whitecaps-FC-May-18-2024-Major-League-Soccer,Away,Vancouver W'caps,AwayGoals,1
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,0.8,0.8,19284,Shell Energy Stadium,Tori Penso,NA,https://fbref.com/en/matches/658978b8/Houston-Dynamo-FC-Dallas-May-18-2024-Major-League-Soccer,Home,Dynamo FC,HomeGoals,1
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,0.8,0.8,19284,Shell Energy Stadium,Tori Penso,NA,https://fbref.com/en/matches/658978b8/Houston-Dynamo-FC-Dallas-May-18-2024-Major-League-Soccer,Away,FC Dallas,AwayGoals,1
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,2.3,2.4,20213,America First Field,Jon Freemon,NA,https://fbref.com/en/matches/7a7dea1a/Real-Salt-Lake-Colorado-Rapids-May-18-2024-Major-League-Soccer,Home,RSL,HomeGoals,5
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,2.3,2.4,20213,America First Field,Jon Freemon,NA,https://fbref.com/en/matches/7a7dea1a/Real-Salt-Lake-Colorado-Rapids-May-18-2024-Major-League-Soccer,Away,Rapids,AwayGoals,3
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,2.3,1.4,19735,Allianz Field,Jair Marrufo,NA,https://fbref.com/en/matches/b746d39e/Minnesota-United-Portland-Timbers-May-18-2024-Major-League-Soccer,Home,Minnesota Utd,HomeGoals,2
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,2.3,1.4,19735,Allianz Field,Jair Marrufo,NA,https://fbref.com/en/matches/b746d39e/Minnesota-United-Portland-Timbers-May-18-2024-Major-League-Soccer,Away,Portland Timbers,AwayGoals,1
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,1.3,0.9,23319,Soldier Field,Ricardo Fierro,NA,https://fbref.com/en/matches/e976169a/Chicago-Fire-Columbus-Crew-May-18-2024-Major-League-Soccer,Home,Fire,HomeGoals,1
Major League Soccer,M,USA,2024,14,Sat,2024-05-18,19:30,1.3,0.9,23319,Soldier Field,Ricardo Fierro,NA,https://fbref.com/en/matches/e976169a/Chicago-Fire-Columbus-Crew-May-18-2024-Major-League-Soccer,Away,Crew,AwayGoals,3
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1.2,0.8,19619,Stade Saputo,Tim Ford,NA,https://fbref.com/en/matches/198ee8fc/CF-Montreal-Nashville-SC-May-25-2024-Major-League-Soccer,Home,CF Montréal,HomeGoals,0
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1.2,0.8,19619,Stade Saputo,Tim Ford,NA,https://fbref.com/en/matches/198ee8fc/CF-Montreal-Nashville-SC-May-25-2024-Major-League-Soccer,Away,Nashville,AwayGoals,0
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1.2,0.9,19081,Audi Field,Mark Allatin,NA,https://fbref.com/en/matches/30542b1b/DC-United-Chicago-Fire-May-25-2024-Major-League-Soccer,Home,D.C. United,HomeGoals,1
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1.2,0.9,19081,Audi Field,Mark Allatin,NA,https://fbref.com/en/matches/30542b1b/DC-United-Chicago-Fire-May-25-2024-Major-League-Soccer,Away,Fire,AwayGoals,1
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1,0.9,32232,Bank of America Stadium,Guido Gonzalez Jr.,NA,https://fbref.com/en/matches/33f1f77a/Charlotte-FC-Philadelphia-Union-May-25-2024-Major-League-Soccer,Home,Charlotte,HomeGoals,0
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1,0.9,32232,Bank of America Stadium,Guido Gonzalez Jr.,NA,https://fbref.com/en/matches/33f1f77a/Charlotte-FC-Philadelphia-Union-May-25-2024-Major-League-Soccer,Away,Philadelphia,AwayGoals,0
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1.3,1.5,27941,BMO Field,Victor Rivas,NA,https://fbref.com/en/matches/679258d6/Toronto-FC-FC-Cincinnati-May-25-2024-Major-League-Soccer,Home,Toronto FC,HomeGoals,3
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1.3,1.5,27941,BMO Field,Victor Rivas,NA,https://fbref.com/en/matches/679258d6/Toronto-FC-FC-Cincinnati-May-25-2024-Major-League-Soccer,Away,FC Cincinnati,AwayGoals,4
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1.3,0.9,43128,Mercedes-Benz Stadium,Boiko Serhii,NA,https://fbref.com/en/matches/eea0cd00/Atlanta-United-Los-Angeles-FC-May-25-2024-Major-League-Soccer,Home,Atlanta Utd,HomeGoals,0
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1.3,0.9,43128,Mercedes-Benz Stadium,Boiko Serhii,NA,https://fbref.com/en/matches/eea0cd00/Atlanta-United-Los-Angeles-FC-May-25-2024-Major-League-Soccer,Away,LAFC,AwayGoals,1
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,0.7,1.5,26625,Gillette Stadium,Ted Unkel,NA,https://fbref.com/en/matches/ef1106c2/New-England-Revolution-New-York-City-FC-May-25-2024-Major-League-Soccer,Home,NE Revolution,HomeGoals,0
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,0.7,1.5,26625,Gillette Stadium,Ted Unkel,NA,https://fbref.com/en/matches/ef1106c2/New-England-Revolution-New-York-City-FC-May-25-2024-Major-League-Soccer,Away,NYCFC,AwayGoals,1
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1.3,2.2,21726,Inter&Co Stadium,Jair Marrufo,NA,https://fbref.com/en/matches/f43c6fe8/Orlando-City-Columbus-Crew-May-25-2024-Major-League-Soccer,Home,Orlando City,HomeGoals,0
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1.3,2.2,21726,Inter&Co Stadium,Jair Marrufo,NA,https://fbref.com/en/matches/f43c6fe8/Orlando-City-Columbus-Crew-May-25-2024-Major-League-Soccer,Away,Crew,AwayGoals,2
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1.6,3.1,19096,Toyota Stadium,Abdou Ndiaye,NA,https://fbref.com/en/matches/022f73ae/FC-Dallas-Real-Salt-Lake-May-25-2024-Major-League-Soccer,Home,FC Dallas,HomeGoals,3
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1.6,3.1,19096,Toyota Stadium,Abdou Ndiaye,NA,https://fbref.com/en/matches/022f73ae/FC-Dallas-Real-Salt-Lake-May-25-2024-Major-League-Soccer,Away,RSL,AwayGoals,3
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,2.1,0.2,22848,Providence Park,Drew Fischer,NA,https://fbref.com/en/matches/3609bf32/Portland-Timbers-Sporting-Kansas-City-May-25-2024-Major-League-Soccer,Home,Portland Timbers,HomeGoals,2
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,2.1,0.2,22848,Providence Park,Drew Fischer,NA,https://fbref.com/en/matches/3609bf32/Portland-Timbers-Sporting-Kansas-City-May-25-2024-Major-League-Soccer,Away,Sporting KC,AwayGoals,1
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,3.3,1.9,16201,Dick's Sporting Goods Park,Filip Dujic,NA,https://fbref.com/en/matches/50a966c2/Colorado-Rapids-Minnesota-United-May-25-2024-Major-League-Soccer,Home,Rapids,HomeGoals,3
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,3.3,1.9,16201,Dick's Sporting Goods Park,Filip Dujic,NA,https://fbref.com/en/matches/50a966c2/Colorado-Rapids-Minnesota-United-May-25-2024-Major-League-Soccer,Away,Minnesota Utd,AwayGoals,3
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,3.3,0.6,13744,PayPal Park,Chris Penso,NA,https://fbref.com/en/matches/9bbbfca2/San-Jose-Earthquakes-Austin-FC-May-25-2024-Major-League-Soccer,Home,SJ Earthquakes,HomeGoals,1
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,3.3,0.6,13744,PayPal Park,Chris Penso,NA,https://fbref.com/en/matches/9bbbfca2/San-Jose-Earthquakes-Austin-FC-May-25-2024-Major-League-Soccer,Away,Austin,AwayGoals,1
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,2.2,1.3,51035,BC Place Stadium,Joe Dickerson,NA,https://fbref.com/en/matches/b76f997a/Vancouver-Whitecaps-FC-Inter-Miami-May-25-2024-Major-League-Soccer,Home,Vancouver W'caps,HomeGoals,1
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,2.2,1.3,51035,BC Place Stadium,Joe Dickerson,NA,https://fbref.com/en/matches/b76f997a/Vancouver-Whitecaps-FC-Inter-Miami-May-25-2024-Major-League-Soccer,Away,Inter Miami,AwayGoals,2
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1.5,1.3,22500,Citypark,Lukasz Szpala,NA,https://fbref.com/en/matches/ce6a9fbe/St-Louis-City-Seattle-Sounders-FC-May-25-2024-Major-League-Soccer,Home,St. Louis,HomeGoals,1
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1.5,1.3,22500,Citypark,Lukasz Szpala,NA,https://fbref.com/en/matches/ce6a9fbe/St-Louis-City-Seattle-Sounders-FC-May-25-2024-Major-League-Soccer,Away,Seattle,AwayGoals,2
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1.1,1.9,21707,Dignity Health Sports Park,Allen Chapman,NA,https://fbref.com/en/matches/fd6a5705/LA-Galaxy-Houston-Dynamo-May-25-2024-Major-League-Soccer,Home,LA Galaxy,HomeGoals,2
Major League Soccer,M,USA,2024,15,Sat,2024-05-25,19:30,1.1,1.9,21707,Dignity Health Sports Park,Allen Chapman,NA,https://fbref.com/en/matches/fd6a5705/LA-Galaxy-Houston-Dynamo-May-25-2024-Major-League-Soccer,Away,Dynamo FC,AwayGoals,1
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,2.4,1.4,19619,Stade Saputo,Ismail Elfath,NA,https://fbref.com/en/matches/17a36202/CF-Montreal-DC-United-May-29-2024-Major-League-Soccer,Home,CF Montréal,HomeGoals,4
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,2.4,1.4,19619,Stade Saputo,Ismail Elfath,NA,https://fbref.com/en/matches/17a36202/CF-Montreal-DC-United-May-29-2024-Major-League-Soccer,Away,D.C. United,AwayGoals,2
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,1.4,0.6,NA,Red Bull Arena,Chris Penso,NA,https://fbref.com/en/matches/5669fd57/New-York-Red-Bulls-Charlotte-FC-May-29-2024-Major-League-Soccer,Home,NY Red Bulls,HomeGoals,3
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,1.4,0.6,NA,Red Bull Arena,Chris Penso,NA,https://fbref.com/en/matches/5669fd57/New-York-Red-Bulls-Charlotte-FC-May-29-2024-Major-League-Soccer,Away,Charlotte,AwayGoals,1
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,1.3,1,25513,TQL Stadium,Jair Marrufo,NA,https://fbref.com/en/matches/6016a41a/FC-Cincinnati-Nashville-SC-May-29-2024-Major-League-Soccer,Home,FC Cincinnati,HomeGoals,0
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,1.3,1,25513,TQL Stadium,Jair Marrufo,NA,https://fbref.com/en/matches/6016a41a/FC-Cincinnati-Nashville-SC-May-29-2024-Major-League-Soccer,Away,Nashville,AwayGoals,2
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,0.7,1.2,18535,Subaru Park,Rubiel Vazquez,NA,https://fbref.com/en/matches/6f099543/Philadelphia-Union-Toronto-FC-May-29-2024-Major-League-Soccer,Home,Philadelphia,HomeGoals,0
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,0.7,1.2,18535,Subaru Park,Rubiel Vazquez,NA,https://fbref.com/en/matches/6f099543/Philadelphia-Union-Toronto-FC-May-29-2024-Major-League-Soccer,Away,Toronto FC,AwayGoals,0
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,0.7,3.5,21326,Chase Stadium,Armando Villarreal,NA,https://fbref.com/en/matches/b19c2ffc/Inter-Miami-Atlanta-United-May-29-2024-Major-League-Soccer,Home,Inter Miami,HomeGoals,1
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,0.7,3.5,21326,Chase Stadium,Armando Villarreal,NA,https://fbref.com/en/matches/b19c2ffc/Inter-Miami-Atlanta-United-May-29-2024-Major-League-Soccer,Away,Atlanta Utd,AwayGoals,3
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,3.6,0.6,19505,Dignity Health Sports Park,Filip Dujic,NA,https://fbref.com/en/matches/04c56680/LA-Galaxy-FC-Dallas-May-29-2024-Major-League-Soccer,Home,LA Galaxy,HomeGoals,3
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,3.6,0.6,19505,Dignity Health Sports Park,Filip Dujic,NA,https://fbref.com/en/matches/04c56680/LA-Galaxy-FC-Dallas-May-29-2024-Major-League-Soccer,Away,FC Dallas,AwayGoals,1
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,0.8,1.3,29244,Lumen Field,Boiko Serhii,NA,https://fbref.com/en/matches/82ca4d08/Seattle-Sounders-FC-Real-Salt-Lake-May-29-2024-Major-League-Soccer,Home,Seattle,HomeGoals,1
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,0.8,1.3,29244,Lumen Field,Boiko Serhii,NA,https://fbref.com/en/matches/82ca4d08/Seattle-Sounders-FC-Real-Salt-Lake-May-29-2024-Major-League-Soccer,Away,RSL,AwayGoals,1
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,2.3,1.7,15237,Shell Energy Stadium,Marcos de Oliveira,NA,https://fbref.com/en/matches/93a3b656/Houston-Dynamo-Colorado-Rapids-May-29-2024-Major-League-Soccer,Home,Dynamo FC,HomeGoals,3
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,2.3,1.7,15237,Shell Energy Stadium,Marcos de Oliveira,NA,https://fbref.com/en/matches/93a3b656/Houston-Dynamo-Colorado-Rapids-May-29-2024-Major-League-Soccer,Away,Rapids,AwayGoals,1
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,2.2,1.7,20738,Q2 Stadium,Victor Rivas,NA,https://fbref.com/en/matches/abdec1e1/Austin-FC-Portland-Timbers-May-29-2024-Major-League-Soccer,Home,Austin,HomeGoals,0
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,2.2,1.7,20738,Q2 Stadium,Victor Rivas,NA,https://fbref.com/en/matches/abdec1e1/Austin-FC-Portland-Timbers-May-29-2024-Major-League-Soccer,Away,Portland Timbers,AwayGoals,2
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,0.8,1.8,17046,Children's Mercy Park,Rosendo Mendoza,NA,https://fbref.com/en/matches/bbaf48cb/Sporting-Kansas-City-Vancouver-Whitecaps-FC-May-29-2024-Major-League-Soccer,Home,Sporting KC,HomeGoals,1
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,0.8,1.8,17046,Children's Mercy Park,Rosendo Mendoza,NA,https://fbref.com/en/matches/bbaf48cb/Sporting-Kansas-City-Vancouver-Whitecaps-FC-May-29-2024-Major-League-Soccer,Away,Vancouver W'caps,AwayGoals,2
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,1,0.8,11372,Soldier Field,Malik Badawi,NA,https://fbref.com/en/matches/f92a7948/Chicago-Fire-Orlando-City-May-29-2024-Major-League-Soccer,Home,Fire,HomeGoals,1
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:30,1,0.8,11372,Soldier Field,Malik Badawi,NA,https://fbref.com/en/matches/f92a7948/Chicago-Fire-Orlando-City-May-29-2024-Major-League-Soccer,Away,Orlando City,AwayGoals,1
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:45,2.3,0.2,22010,BMO Stadium,Tim Ford,NA,https://fbref.com/en/matches/973f1dbc/Los-Angeles-FC-Minnesota-United-May-29-2024-Major-League-Soccer,Home,LAFC,HomeGoals,2
Major League Soccer,M,USA,2024,16,Wed,2024-05-29,19:45,2.3,0.2,22010,BMO Stadium,Tim Ford,NA,https://fbref.com/en/matches/973f1dbc/Los-Angeles-FC-Minnesota-United-May-29-2024-Major-League-Soccer,Away,Minnesota Utd,AwayGoals,0
Major League Soccer,M,USA,2024,17,Fri,2024-05-31,19:30,2.7,1,20188,Yankee Stadium,Mark Allatin,NA,https://fbref.com/en/matches/b98f0356/New-York-City-FC-San-Jose-Earthquakes-May-31-2024-Major-League-Soccer,Home,NYCFC,HomeGoals,5
Major League Soccer,M,USA,2024,17,Fri,2024-05-31,19:30,2.7,1,20188,Yankee Stadium,Mark Allatin,NA,https://fbref.com/en/matches/b98f0356/New-York-City-FC-San-Jose-Earthquakes-May-31-2024-Major-League-Soccer,Away,SJ Earthquakes,AwayGoals,1
Major League Soccer,M,USA,2024,17,Sat,2024-06-01,19:30,2.7,1.1,19026,Subaru Park,Ted Unkel,NA,https://fbref.com/en/matches/6c9704fa/Philadelphia-Union-CF-Montreal-June-1-2024-Major-League-Soccer,Home,Philadelphia,HomeGoals,2
Major League Soccer,M,USA,2024,17,Sat,2024-06-01,19:30,2.7,1.1,19026,Subaru Park,Ted Unkel,NA,https://fbref.com/en/matches/6c9704fa/Philadelphia-Union-CF-Montreal-June-1-2024-Major-League-Soccer,Away,CF Montréal,AwayGoals,2
Major League Soccer,M,USA,2024,17,Sat,2024-06-01,19:30,2.9,0.8,19215,Audi Field,Jon Freemon,NA,https://fbref.com/en/matches/e2ae1793/DC-United-Toronto-FC-June-1-2024-Major-League-Soccer,Home,D.C. United,HomeGoals,2
Major League Soccer,M,USA,2024,17,Sat,2024-06-01,19:30,2.9,0.8,19215,Audi Field,Jon Freemon,NA,https://fbref.com/en/matches/e2ae1793/DC-United-Toronto-FC-June-1-2024-Major-League-Soccer,Away,Toronto FC,AwayGoals,2
Major League Soccer,M,USA,2024,17,Sat,2024-06-01,19:30,2.6,1.6,20793,Chase Stadium,Allen Chapman,NA,https://fbref.com/en/matches/eb5fb03e/Inter-Miami-St-Louis-City-June-1-2024-Major-League-Soccer,Home,Inter Miami,HomeGoals,3
Major League Soccer,M,USA,2024,17,Sat,2024-06-01,19:30,2.6,1.6,20793,Chase Stadium,Allen Chapman,NA,https://fbref.com/en/matches/eb5fb03e/Inter-Miami-St-Louis-City-June-1-2024-Major-League-Soccer,Away,St. Louis,AwayGoals,3
Major League Soccer,M,USA,2024,17,Sat,2024-06-01,19:30,0.8,0.4,18039,Red Bull Arena,Drew Fischer,NA,https://fbref.com/en/matches/ed7bcef7/New-York-Red-Bulls-Orlando-City-June-1-2024-Major-League-Soccer,Home,NY Red Bulls,HomeGoals,1
Major League Soccer,M,USA,2024,17,Sat,2024-06-01,19:30,0.8,0.4,18039,Red Bull Arena,Drew Fischer,NA,https://fbref.com/en/matches/ed7bcef7/New-York-Red-Bulls-Orlando-City-June-1-2024-Major-League-Soccer,Away,Orlando City,AwayGoals,0
Major League Soccer,M,USA,2024,17,Sat,2024-06-01,19:30,1.5,0.4,22105,BMO Stadium,Lukasz Szpala,NA,https://fbref.com/en/matches/10e07cd8/Los-Angeles-FC-FC-Dallas-June-1-2024-Major-League-Soccer,Home,LAFC,HomeGoals,1
Major League Soccer,M,USA,2024,17,Sat,2024-06-01,19:30,1.5,0.4,22105,BMO Stadium,Lukasz Szpala,NA,https://fbref.com/en/matches/10e07cd8/Los-Angeles-FC-FC-Dallas-June-1-2024-Major-League-Soccer,Away,FC Dallas,AwayGoals,0
Major League Soccer,M,USA,2024,17,Sat,2024-06-01,19:30,3.8,1.3,21078,America First Field,Alexis Da Silva,NA,https://fbref.com/en/matches/4e312ea7/Real-Salt-Lake-Austin-FC-June-1-2024-Major-League-Soccer,Home,RSL,HomeGoals,5
Major League Soccer,M,USA,2024,17,Sat,2024-06-01,19:30,3.8,1.3,21078,America First Field,Alexis Da Silva,NA,https://fbref.com/en/matches/4e312ea7/Real-Salt-Lake-Austin-FC-June-1-2024-Major-League-Soccer,Away,Austin,AwayGoals,1
Major League Soccer,M,USA,2024,17,Sat,2024-06-01,19:30,1.6,0.7,19738,Allianz Field,Joe Dickerson,NA,https://fbref.com/en/matches/5cbf9829/Minnesota-United-Sporting-Kansas-City-June-1-2024-Major-League-Soccer,Home,Minnesota Utd,HomeGoals,3
